,Date,Period,EpexHourly,SpotPrice,SystemPrice,ImbalanceVolume,Temp,NextSystemPrice
6500,21/08/2019,21,33.75,33.74,24.0,-629.8653,17.3,26.0
6501,21/08/2019,22,33.75,30.07,26.0,-308.8168,17.3,48.25
6502,21/08/2019,23,32.5,28.63,48.25,1.8113,17.3,24.0
6503,21/08/2019,24,32.5,27.32,24.0,-366.4803,17.3,24.0
6504,21/08/2019,25,31.33,30.26,24.0,-193.5433,17.3,26.0
6505,21/08/2019,26,31.33,31.86,26.0,-232.4416,17.3,47.0
6506,21/08/2019,27,31.0,35.43,47.0,156.9769,17.3,45.0
6507,21/08/2019,28,31.0,35.07,45.0,56.3991,17.3,45.0
6508,21/08/2019,29,31.5,25.66,45.0,106.5702,17.3,45.0
6509,21/08/2019,30,31.5,26.88,45.0,178.676,17.3,26.2
6510,21/08/2019,31,34.25,34.56,26.2,-191.1902,17.3,26.0
6511,21/08/2019,32,34.25,36.22,26.0,-242.0763,17.3,43.0
6512,21/08/2019,33,39.6,39.49,43.0,92.8537,17.3,44.3
6513,21/08/2019,34,39.6,45.61,44.3,220.2384,17.3,45.0
6514,21/08/2019,35,46.57,45.14,45.0,75.8957,17.3,50.0
6515,21/08/2019,36,46.57,50.55,50.0,208.3518,17.3,55.0
6516,21/08/2019,37,46.4,49.97,55.0,331.7358,17.3,55.0
6517,21/08/2019,38,46.4,44.22,55.0,443.1103,17.3,55.0
6518,21/08/2019,39,46.41,32.71,55.0,139.1002,17.3,26.25
6519,21/08/2019,40,46.41,41.42,26.25,-61.99,17.3,24.0
6520,21/08/2019,41,42.12,28.96,24.0,-32.8175,17.3,31.75
6521,21/08/2019,42,42.12,30.84,31.75,24.4205,17.3,12.0
6522,21/08/2019,43,35.84,26.35,12.0,-470.8388,17.3,14.5
6523,21/08/2019,44,35.84,28.0,14.5,-429.8102,17.3,26.25
6524,21/08/2019,45,42.1,47.16,26.25,-152.0924,17.3,29.67
6525,21/08/2019,46,42.1,47.99,29.67,-69.5953,17.3,52.0
6526,21/08/2019,47,30.02,28.13,52.0,125.4107,17.3,50.0
6527,21/08/2019,48,30.02,29.47,50.0,86.6877,17.3,43.0
6528,22/08/2019,1,28.29,34.9,43.0,27.061,17.2,50.0
6529,22/08/2019,2,28.29,33.98,50.0,117.7001,17.2,51.85
6530,22/08/2019,3,27.0,44.01,51.85,341.6204,17.2,51.85
6531,22/08/2019,4,27.0,35.38,51.85,492.3842,17.2,53.85
6532,22/08/2019,5,25.08,47.41,53.85,503.3125,17.2,53.25
6533,22/08/2019,6,25.08,46.12,53.25,406.1209,17.2,50.0
6534,22/08/2019,7,26.84,46.23,50.0,175.8997,17.2,50.0
6535,22/08/2019,8,26.84,43.96,50.0,38.5436,17.2,23.57
6536,22/08/2019,9,31.85,38.81,23.57,-42.5485,17.2,23.15
6537,22/08/2019,10,31.85,38.59,23.15,-197.9409,17.2,25.47
6538,22/08/2019,11,38.74,38.5,25.47,-245.7117,17.2,50.0
6539,22/08/2019,12,38.74,46.65,50.0,75.6954,17.2,53.25
6540,22/08/2019,13,46.0,39.6,53.25,136.8065,17.2,53.85
6541,22/08/2019,14,46.0,52.62,53.85,314.8928,17.2,53.0
6542,22/08/2019,15,50.5,55.43,53.0,149.118,17.2,53.85
6543,22/08/2019,16,50.5,56.91,53.85,426.1362,17.2,57.0
6544,22/08/2019,17,48.0,56.85,57.0,613.0297,17.2,62.0
6545,22/08/2019,18,48.0,55.72,62.0,636.8737,17.2,62.0
6546,22/08/2019,19,38.3,53.98,62.0,583.4562,17.2,59.0
6547,22/08/2019,20,38.3,49.22,59.0,509.518,17.2,56.0
6548,22/08/2019,21,34.0,37.01,56.0,240.6793,17.2,28.06
6549,22/08/2019,22,34.0,34.3,28.06,-187.1036,17.2,27.65008
6550,22/08/2019,23,30.98,32.7,27.65008,-82.3882,17.2,26.98
6551,22/08/2019,24,30.98,32.24,26.98,-198.3027,17.2,26.29008
6552,22/08/2019,25,30.9,37.06,26.29008,-81.9093,17.2,45.5
6553,22/08/2019,26,30.9,38.96,45.5,36.2778,17.2,45.5
6554,22/08/2019,27,29.99,33.16,45.5,148.3277,17.2,36.2
6555,22/08/2019,28,29.99,36.45,36.2,-31.3394,17.2,45.0
6556,22/08/2019,29,30.09,35.09,45.0,-44.8965,17.2,26.4101
6557,22/08/2019,30,30.09,35.4,26.4101,-211.6835,17.2,36.61
6558,22/08/2019,31,34.84,30.06,36.61,-221.3357,17.2,36.79
6559,22/08/2019,32,34.84,33.92,36.79,-74.7271,17.2,30.28
6560,22/08/2019,33,40.0,45.54,30.28,-104.8728,17.2,47.0
6561,22/08/2019,34,40.0,44.89,47.0,151.9189,17.2,47.0
6562,22/08/2019,35,48.39,41.64,47.0,20.1266,17.2,20.51
6563,22/08/2019,36,48.39,44.19,20.51,-108.7951,17.2,53.22
6564,22/08/2019,37,47.45,37.26,53.22,12.1365,17.2,54.95
6565,22/08/2019,38,47.45,35.04,54.95,168.0749,17.2,10.75
6566,22/08/2019,39,45.0,30.01,10.75,-212.4446,17.2,56.6
6567,22/08/2019,40,45.0,35.1,56.6,41.6785,17.2,30.67
6568,22/08/2019,41,41.93,36.46,30.67,-119.3601,17.2,55.2
6569,22/08/2019,42,41.93,30.7,55.2,149.6707,17.2,54.75
6570,22/08/2019,43,36.93,33.5,54.75,111.0008,17.2,20.5
6571,22/08/2019,44,36.93,26.76,20.5,-237.1737,17.2,29.24
6572,22/08/2019,45,42.12,32.63,29.24,-42.0116,17.2,27.7
6573,22/08/2019,46,42.12,30.43,27.7,-266.5672,17.2,30.34
6574,22/08/2019,47,29.42,31.48,30.34,-105.8043,17.2,31.32
6575,22/08/2019,48,29.42,28.43,31.32,-28.8427,17.2,25.56
6576,23/08/2019,1,30.13,24.29,25.56,-523.1159,17.1,25.54
6577,23/08/2019,2,30.13,27.54,25.54,-667.3366,17.1,22.65
6578,23/08/2019,3,30.12,23.4,22.65,-704.7626,17.1,22.51
6579,23/08/2019,4,30.12,22.14,22.51,-711.8341,17.1,20.43
6580,23/08/2019,5,28.26,23.99,20.43,-559.2607,17.1,20.43
6581,23/08/2019,6,28.26,22.38,20.43,-554.2772,17.1,24.34
6582,23/08/2019,7,30.16,31.47,24.34,-221.0723,17.1,26.33
6583,23/08/2019,8,30.16,32.31,26.33,-148.0755,17.1,26.58
6584,23/08/2019,9,37.17,30.04,26.58,-272.5921,17.1,25.82
6585,23/08/2019,10,37.17,32.95,25.82,-359.7536,17.1,27.46
6586,23/08/2019,11,40.88,38.93,27.46,-382.6834,17.1,28.91
6587,23/08/2019,12,40.88,41.22,28.91,-320.2622,17.1,40.0
6588,23/08/2019,13,38.39,25.26,40.0,-8.8155,17.1,50.0
6589,23/08/2019,14,38.39,32.36,50.0,94.6031,17.1,10.75
6590,23/08/2019,15,45.84,27.29,10.75,-616.6845,17.1,10.75
6591,23/08/2019,16,45.84,34.05,10.75,-354.4961,17.1,10.75
6592,23/08/2019,17,46.54,39.41,10.75,-294.6291,17.1,14.5
6593,23/08/2019,18,46.54,36.91,14.5,-186.2916,17.1,52.5
6594,23/08/2019,19,44.82,26.91,52.5,11.7649,17.1,33.0
6595,23/08/2019,20,44.82,30.93,33.0,-7.0229,17.1,52.0
6596,23/08/2019,21,38.0,37.41,52.0,7.653,17.1,51.0
6597,23/08/2019,22,38.0,29.76,51.0,121.897,17.1,15.31
6598,23/08/2019,23,34.0,23.88,15.31,-55.4285,17.1,10.75
6599,23/08/2019,24,34.0,29.09,10.75,-374.3078,17.1,10.75
6600,23/08/2019,25,33.71,30.26,10.75,-509.0189,17.1,10.75
6601,23/08/2019,26,33.71,30.54,10.75,-266.6175,17.1,19.0
6602,23/08/2019,27,35.0,27.44,19.0,-139.1736,17.1,18.0
6603,23/08/2019,28,35.0,26.66,18.0,-203.57,17.1,22.0
6604,23/08/2019,29,33.0,25.3,22.0,-190.1355,17.1,22.0
6605,23/08/2019,30,33.0,24.59,22.0,-143.2846,17.1,15.6
6606,23/08/2019,31,39.5,32.8,15.6,-329.1823,17.1,15.6
6607,23/08/2019,32,39.5,31.91,15.6,-212.026,17.1,46.0
6608,23/08/2019,33,44.65,27.22,46.0,9.7417,17.1,15.6
6609,23/08/2019,34,44.65,32.21,15.6,-216.8009,17.1,15.7
6610,23/08/2019,35,54.0,42.87,15.7,-108.0962,17.1,46.44
6611,23/08/2019,36,54.0,52.38,46.44,260.0129,17.1,59.0
6612,23/08/2019,37,52.33,54.92,59.0,336.6295,17.1,70.0
6613,23/08/2019,38,52.33,56.06,70.0,464.8425,17.1,59.0
6614,23/08/2019,39,52.25,51.4,59.0,300.2124,17.1,59.0
6615,23/08/2019,40,52.25,52.9,59.0,302.0291,17.1,59.0
6616,23/08/2019,41,46.44,54.74,59.0,225.5403,17.1,59.0
6617,23/08/2019,42,46.44,47.51,59.0,361.5778,17.1,59.0
6618,23/08/2019,43,35.98,35.82,59.0,299.6852,17.1,20.31
6619,23/08/2019,44,35.98,33.97,20.31,-220.4673,17.1,21.0
6620,23/08/2019,45,42.49,35.29,21.0,-332.8972,17.1,20.0
6621,23/08/2019,46,42.49,29.78,20.0,-449.2821,17.1,20.1
6622,23/08/2019,47,33.49,17.97,20.1,-360.9154,17.1,20.0
6623,23/08/2019,48,33.49,17.48,20.0,-462.7724,17.1,20.1
6624,24/08/2019,1,31.9,14.24,20.1,-490.61,17.1,20.1
6625,24/08/2019,2,31.9,21.78,20.1,-544.4862,17.1,20.1
6626,24/08/2019,3,29.38,19.89,20.1,-462.5582,17.1,24.65029
6627,24/08/2019,4,29.38,19.79,24.65029,-447.813,17.1,24.89
6628,24/08/2019,5,29.38,26.16,24.89,-520.1648,17.1,24.75
6629,24/08/2019,6,29.38,19.67,24.75,-613.9242,17.1,23.48
6630,24/08/2019,7,31.91,24.43,23.48,-580.9554,17.1,23.82
6631,24/08/2019,8,31.91,20.19,23.82,-521.4756,17.1,24.14
6632,24/08/2019,9,32.04,21.39,24.14,-418.8233,17.1,24.25
6633,24/08/2019,10,32.04,21.5,24.25,-371.3596,17.1,23.33
6634,24/08/2019,11,37.96,25.23,23.33,-487.7014,17.1,24.0
6635,24/08/2019,12,37.96,30.96,24.0,-286.5583,17.1,28.19
6636,24/08/2019,13,38.03,30.28,28.19,-81.7583,17.1,55.0
6637,24/08/2019,14,38.03,33.26,55.0,129.6046,17.1,23.71
6638,24/08/2019,15,45.0,36.36,23.71,-58.0948,17.1,23.81
6639,24/08/2019,16,45.0,47.59,23.81,-27.1141,17.1,20.1
6640,24/08/2019,17,45.94,48.44,20.1,-188.6514,17.1,49.0
6641,24/08/2019,18,45.94,45.28,49.0,71.769,17.1,55.0
6642,24/08/2019,19,42.0,42.03,55.0,206.5802,17.1,49.0
6643,24/08/2019,20,42.0,34.59,49.0,125.0513,17.1,46.9
6644,24/08/2019,21,37.0,42.32,46.9,69.7667,17.1,44.75
6645,24/08/2019,22,37.0,41.43,44.75,42.525,17.1,54.9
6646,24/08/2019,23,32.9,36.99,54.9,156.0858,17.1,44.75
6647,24/08/2019,24,32.9,30.13,44.75,12.6721,17.1,23.41
6648,24/08/2019,25,31.75,37.09,23.41,-9.3861,17.1,22.64
6649,24/08/2019,26,31.75,24.55,22.64,-100.6067,17.1,23.01
6650,24/08/2019,27,29.97,23.05,23.01,-84.2895,17.1,22.62
6651,24/08/2019,28,29.97,25.82,22.62,-174.584,17.1,23.5
6652,24/08/2019,29,31.0,36.58,23.5,-53.754,17.1,44.75
6653,24/08/2019,30,31.0,41.68,44.75,55.7918,17.1,23.75013
6654,24/08/2019,31,36.0,40.33,23.75013,-54.8278,17.1,44.75
6655,24/08/2019,32,36.0,42.45,44.75,43.9828,17.1,44.75
6656,24/08/2019,33,45.43,38.09,44.75,99.7051,17.1,49.9
6657,24/08/2019,34,45.43,44.76,49.9,204.4358,17.1,49.9
6658,24/08/2019,35,48.0,44.16,49.9,93.2267,17.1,49.9
6659,24/08/2019,36,48.0,54.18,49.9,171.7488,17.1,57.5
6660,24/08/2019,37,46.9,54.52,57.5,470.0227,17.1,57.5
6661,24/08/2019,38,46.9,54.39,57.5,329.5975,17.1,57.5
6662,24/08/2019,39,50.04,53.13,57.5,323.5716,17.1,49.9
6663,24/08/2019,40,50.04,53.38,49.9,217.4946,17.1,49.9
6664,24/08/2019,41,52.0,58.82,49.9,131.3297,17.1,70.0
6665,24/08/2019,42,52.0,56.0,70.0,665.7781,17.1,80.7
6666,24/08/2019,43,43.21,51.29,80.7,714.2385,17.1,57.5
6667,24/08/2019,44,43.21,42.24,57.5,409.0159,17.1,55.0
6668,24/08/2019,45,48.0,39.03,55.0,237.4223,17.1,55.0
6669,24/08/2019,46,48.0,30.05,55.0,29.0781,17.1,49.9
6670,24/08/2019,47,35.9,43.36,49.9,453.1137,17.1,49.0
6671,24/08/2019,48,35.9,42.87,49.0,214.0127,17.1,48.9
6672,25/08/2019,1,30.99,47.37,48.9,204.5145,17.0,48.9
6673,25/08/2019,2,30.99,44.36,48.9,163.4105,17.0,48.0
6674,25/08/2019,3,30.17,46.67,48.0,228.4746,17.0,46.5
6675,25/08/2019,4,30.17,45.28,46.5,202.7167,17.0,46.25
6676,25/08/2019,5,28.94,37.03,46.25,134.2194,17.0,46.25
6677,25/08/2019,6,28.94,32.76,46.25,44.3335,17.0,24.11
6678,25/08/2019,7,27.99,29.98,24.11,-21.1778,17.0,49.0
6679,25/08/2019,8,27.99,27.38,49.0,10.1811,17.0,49.0
6680,25/08/2019,9,28.93,34.87,49.0,17.4399,17.0,49.0
6681,25/08/2019,10,28.93,39.78,49.0,97.2417,17.0,49.0
6682,25/08/2019,11,32.0,37.95,49.0,163.1126,17.0,49.0
6683,25/08/2019,12,32.0,37.02,49.0,163.975,17.0,44.5
6684,25/08/2019,13,30.08,38.68,44.5,15.9674,17.0,26.78
6685,25/08/2019,14,30.08,40.39,26.78,-1.9943,17.0,25.63
6686,25/08/2019,15,38.02,43.34,25.63,-71.173,17.0,26.3
6687,25/08/2019,16,38.02,42.26,26.3,-27.5417,17.0,50.0
6688,25/08/2019,17,43.5,46.46,50.0,68.6824,17.0,49.0
6689,25/08/2019,18,43.5,49.18,49.0,8.5583,17.0,50.0
6690,25/08/2019,19,44.8,48.35,50.0,4.1412,17.0,21.76
6691,25/08/2019,20,44.8,45.92,21.76,-64.7666,17.0,50.0
6692,25/08/2019,21,39.3,48.43,50.0,23.6501,17.0,49.0
6693,25/08/2019,22,39.3,43.08,49.0,35.5417,17.0,49.0
6694,25/08/2019,23,37.0,46.87,49.0,113.7834,17.0,49.0
6695,25/08/2019,24,37.0,41.18,49.0,53.7,17.0,20.97
6696,25/08/2019,25,34.0,31.65,20.97,-35.275,17.0,20.97
6697,25/08/2019,26,34.0,26.97,20.97,-21.3224,17.0,16.0
6698,25/08/2019,27,30.0,21.1,16.0,-194.0653,17.0,16.0
6699,25/08/2019,28,30.0,24.41,16.0,-250.8259,17.0,15.8
6700,25/08/2019,29,30.0,23.95,15.8,-283.7202,17.0,16.0
6701,25/08/2019,30,30.0,23.25,16.0,-305.1749,17.0,15.6
6702,25/08/2019,31,37.55,27.35,15.6,-493.8815,17.0,16.0
6703,25/08/2019,32,37.55,27.71,16.0,-363.7496,17.0,15.6
6704,25/08/2019,33,41.21,24.78,15.6,-683.5382,17.0,15.6
6705,25/08/2019,34,41.21,24.62,15.6,-661.7219,17.0,15.0
6706,25/08/2019,35,46.63,30.78,15.0,-713.089,17.0,15.6
6707,25/08/2019,36,46.63,40.9,15.6,-432.336,17.0,16.0
6708,25/08/2019,37,48.0,43.56,16.0,-67.4615,17.0,55.0
6709,25/08/2019,38,48.0,45.28,55.0,26.9302,17.0,15.6
6710,25/08/2019,39,50.9,47.29,15.6,-73.2346,17.0,15.89478
6711,25/08/2019,40,50.9,47.58,15.89478,-105.3693,17.0,15.8
6712,25/08/2019,41,49.96,44.31,15.8,-109.1886,17.0,15.9
6713,25/08/2019,42,49.96,26.11,15.9,-154.7089,17.0,15.9
6714,25/08/2019,43,43.78,30.84,15.9,-218.3537,17.0,15.0
6715,25/08/2019,44,43.78,31.38,15.0,-512.9424,17.0,15.9
6716,25/08/2019,45,42.5,48.41,15.9,-273.6958,17.0,16.0
6717,25/08/2019,46,42.5,47.21,16.0,-51.8615,17.0,50.0
6718,25/08/2019,47,30.86,27.86,50.0,56.2676,17.0,29.04
6719,25/08/2019,48,30.86,30.02,29.04,-135.2569,17.0,29.23
6720,26/08/2019,1,29.85,43.11,29.23,-21.4282,16.9,49.0
6721,26/08/2019,2,29.85,41.13,49.0,147.4916,16.9,52.0
6722,26/08/2019,3,28.02,30.28,52.0,225.5249,16.9,46.0
6723,26/08/2019,4,28.02,28.11,46.0,6.0723,16.9,24.31
6724,26/08/2019,5,28.23,26.63,24.31,-130.8972,16.9,24.31
6725,26/08/2019,6,28.23,28.69,24.31,-85.0713,16.9,23.27
6726,26/08/2019,7,29.5,30.38,23.27,-79.5471,16.9,23.27
6727,26/08/2019,8,29.5,28.73,23.27,-18.1791,16.9,27.29
6728,26/08/2019,9,37.48,41.08,27.29,-48.6584,16.9,27.29
6729,26/08/2019,10,37.48,39.86,27.29,-17.6265,16.9,52.0
6730,26/08/2019,11,44.0,42.02,52.0,252.1244,16.9,48.0
6731,26/08/2019,12,44.0,35.55,48.0,78.5099,16.9,35.47
6732,26/08/2019,13,44.0,36.98,35.47,-112.9688,16.9,18.0
6733,26/08/2019,14,44.0,44.16,18.0,-241.5664,16.9,50.0
6734,26/08/2019,15,43.04,46.32,50.0,25.0065,16.9,57.0
6735,26/08/2019,16,43.04,47.06,57.0,387.2053,16.9,50.0
6736,26/08/2019,17,42.42,43.07,50.0,65.1277,16.9,57.0
6737,26/08/2019,18,42.42,36.5,57.0,280.5972,16.9,50.0
6738,26/08/2019,19,40.72,45.24,50.0,88.9251,16.9,50.0
6739,26/08/2019,20,40.72,40.6,50.0,53.2033,16.9,57.5
6740,26/08/2019,21,37.97,28.63,57.5,131.3375,16.9,18.01
6741,26/08/2019,22,37.97,22.39,18.01,-40.5567,16.9,18.01
6742,26/08/2019,23,36.16,35.56,18.01,-57.6383,16.9,16.5
6743,26/08/2019,24,36.16,31.76,16.5,-208.4082,16.9,47.0
6744,26/08/2019,25,34.33,39.48,47.0,86.6622,16.9,47.0
6745,26/08/2019,26,34.33,35.59,47.0,71.2874,16.9,47.0
6746,26/08/2019,27,34.0,39.97,47.0,186.8305,16.9,47.0
6747,26/08/2019,28,34.0,38.98,47.0,118.2611,16.9,47.0
6748,26/08/2019,29,39.02,35.49,47.0,274.3565,16.9,39.71
6749,26/08/2019,30,39.02,41.55,39.71,204.2573,16.9,43.98
6750,26/08/2019,31,43.14,50.03,43.98,1.8956,16.9,45.84
6751,26/08/2019,32,43.14,51.96,45.84,228.3088,16.9,50.0
6752,26/08/2019,33,45.4,48.76,50.0,341.9849,16.9,50.5
6753,26/08/2019,34,45.4,54.23,50.5,314.9095,16.9,18.2
6754,26/08/2019,35,51.81,49.78,18.2,-242.8658,16.9,61.82
6755,26/08/2019,36,51.81,53.89,61.82,130.028,16.9,68.0
6756,26/08/2019,37,51.33,48.92,68.0,120.9549,16.9,68.0
6757,26/08/2019,38,51.33,51.01,68.0,202.9203,16.9,67.5
6758,26/08/2019,39,51.42,49.63,67.5,120.18,16.9,68.0
6759,26/08/2019,40,51.42,47.72,68.0,145.9146,16.9,55.0
6760,26/08/2019,41,44.75,46.04,55.0,177.1897,16.9,70.0
6761,26/08/2019,42,44.75,39.09,70.0,296.5873,16.9,48.85
6762,26/08/2019,43,36.72,42.27,48.85,56.6429,16.9,19.2
6763,26/08/2019,44,36.72,38.68,19.2,-128.0106,16.9,52.5
6764,26/08/2019,45,35.63,36.67,52.5,30.5218,16.9,19.01
6765,26/08/2019,46,35.63,28.5,19.01,-98.5358,16.9,52.5
6766,26/08/2019,47,32.78,31.65,52.5,41.1453,16.9,19.2
6767,26/08/2019,48,32.78,28.16,19.2,-235.3495,16.9,19.5
6768,27/08/2019,1,31.17,36.85,19.5,-103.5016,16.8,19.5
6769,27/08/2019,2,31.17,41.5,19.5,-54.0155,16.8,48.5
6770,27/08/2019,3,30.38,43.35,48.5,234.0024,16.8,47.0
6771,27/08/2019,4,30.38,34.53,47.0,96.5834,16.8,46.5
6772,27/08/2019,5,30.38,26.46,46.5,26.2416,16.8,19.5
6773,27/08/2019,6,30.38,30.72,19.5,-47.9833,16.8,19.5
6774,27/08/2019,7,31.48,43.75,19.5,-27.3726,16.8,37.1
6775,27/08/2019,8,31.48,38.83,37.1,68.9539,16.8,46.5
6776,27/08/2019,9,37.33,42.28,46.5,77.0166,16.8,46.5
6777,27/08/2019,10,37.33,43.84,46.5,53.897,16.8,44.91
6778,27/08/2019,11,46.85,43.69,44.91,3.8402,16.8,46.5
6779,27/08/2019,12,46.85,50.14,46.5,98.3929,16.8,47.0
6780,27/08/2019,13,49.9,48.71,47.0,227.5845,16.8,47.0
6781,27/08/2019,14,49.9,57.31,47.0,294.2162,16.8,19.5
6782,27/08/2019,15,49.91,52.3,19.5,-80.9515,16.8,59.9
6783,27/08/2019,16,49.91,53.61,59.9,300.4406,16.8,64.95
6784,27/08/2019,17,47.5,61.48,64.95,244.5018,16.8,75.62
6785,27/08/2019,18,47.5,57.12,75.62,369.9173,16.8,59.9
6786,27/08/2019,19,45.52,51.19,59.9,273.4015,16.8,62.84
6787,27/08/2019,20,45.52,48.07,62.84,314.8073,16.8,59.11
6788,27/08/2019,21,42.26,55.45,59.11,217.8638,16.8,59.11
6789,27/08/2019,22,42.26,54.19,59.11,271.886,16.8,59.0
6790,27/08/2019,23,41.89,54.09,59.0,224.3335,16.8,64.0
6791,27/08/2019,24,41.89,56.66,64.0,261.9645,16.8,78.5
6792,27/08/2019,25,41.97,63.0,78.5,391.1709,16.8,77.5
6793,27/08/2019,26,41.97,67.47,77.5,299.5653,16.8,78.5
6794,27/08/2019,27,41.93,70.56,78.5,378.4261,16.8,75.0
6795,27/08/2019,28,41.93,72.11,75.0,328.8421,16.8,78.5
6796,27/08/2019,29,44.69,70.92,78.5,397.9471,16.8,78.5
6797,27/08/2019,30,44.69,67.96,78.5,336.7569,16.8,67.72
6798,27/08/2019,31,47.75,68.38,67.72,347.0696,16.8,57.48
6799,27/08/2019,32,47.75,73.04,57.48,244.5181,16.8,70.25
6800,27/08/2019,33,52.98,74.41,70.25,124.8655,16.8,71.46
6801,27/08/2019,34,52.98,78.93,71.46,270.0638,16.8,78.5
6802,27/08/2019,35,55.55,76.65,78.5,426.7405,16.8,78.5
6803,27/08/2019,36,55.55,77.23,78.5,509.1039,16.8,81.7
6804,27/08/2019,37,52.1,63.7,81.7,267.1036,16.8,30.0
6805,27/08/2019,38,52.1,61.66,30.0,-19.7088,16.8,75.32
6806,27/08/2019,39,47.59,49.54,75.32,170.4917,16.8,70.74
6807,27/08/2019,40,47.59,47.28,70.74,23.8547,16.8,55.98
6808,27/08/2019,41,42.92,63.83,55.98,216.3636,16.8,55.75
6809,27/08/2019,42,42.92,43.99,55.75,90.3488,16.8,62.49913
6810,27/08/2019,43,34.85,47.48,62.49913,150.955,16.8,51.98
6811,27/08/2019,44,34.85,35.88,51.98,196.7761,16.8,51.0
6812,27/08/2019,45,35.42,35.41,51.0,206.7641,16.8,33.4
6813,27/08/2019,46,35.42,27.01,33.4,55.6147,16.8,61.0
6814,27/08/2019,47,33.01,50.72,61.0,579.2645,16.8,85.0
6815,27/08/2019,48,33.01,42.51,85.0,567.5689,16.8,61.0
6816,28/08/2019,1,32.41,39.79,61.0,581.7322,16.7,61.0
6817,28/08/2019,2,32.41,38.29,61.0,282.7934,16.7,47.5
6818,28/08/2019,3,30.63,22.2,47.5,389.7265,16.7,46.0
6819,28/08/2019,4,30.63,29.55,46.0,80.2058,16.7,15.01
6820,28/08/2019,5,29.98,23.13,15.01,-198.0538,16.7,15.01
6821,28/08/2019,6,29.98,17.46,15.01,-200.69,16.7,15.01
6822,28/08/2019,7,31.08,29.51,15.01,-212.5232,16.7,15.01
6823,28/08/2019,8,31.08,28.4,15.01,-391.8618,16.7,42.5
6824,28/08/2019,9,36.67,30.71,42.5,66.4819,16.7,19.5
6825,28/08/2019,10,36.67,27.66,19.5,-65.0694,16.7,42.5
6826,28/08/2019,11,43.6,32.31,42.5,169.7643,16.7,19.5
6827,28/08/2019,12,43.6,32.4,19.5,-31.7175,16.7,19.5
6828,28/08/2019,13,44.82,36.97,19.5,-161.1293,16.7,20.01
6829,28/08/2019,14,44.82,38.76,20.01,-24.9617,16.7,20.01
6830,28/08/2019,15,49.04,36.85,20.01,-20.6326,16.7,55.95
6831,28/08/2019,16,49.04,38.15,55.95,182.1929,16.7,20.05
6832,28/08/2019,17,49.01,33.52,20.05,-159.9501,16.7,54.47003
6833,28/08/2019,18,49.01,28.06,54.47003,8.5091,16.7,20.55
6834,28/08/2019,19,48.0,30.08,20.55,-57.2998,16.7,20.55
6835,28/08/2019,20,48.0,29.35,20.55,-65.8725,16.7,20.15
6836,28/08/2019,21,43.32,24.72,20.15,-166.9793,16.7,20.6
6837,28/08/2019,22,43.32,25.37,20.6,-67.6047,16.7,20.0
6838,28/08/2019,23,41.53,24.05,20.0,-473.8573,16.7,20.1
6839,28/08/2019,24,41.53,25.35,20.1,-506.1188,16.7,20.25
6840,28/08/2019,25,41.78,31.8,20.25,-128.7986,16.7,20.25
6841,28/08/2019,26,41.78,30.0,20.25,-138.5443,16.7,20.3
6842,28/08/2019,27,42.33,30.99,20.3,-78.6504,16.7,20.2
6843,28/08/2019,28,42.33,31.08,20.2,-139.9463,16.7,48.57
6844,28/08/2019,29,45.33,33.63,48.57,240.0105,16.7,48.57
6845,28/08/2019,30,45.33,40.28,48.57,287.3916,16.7,50.63
6846,28/08/2019,31,49.26,40.44,50.63,177.5666,16.7,50.63
6847,28/08/2019,32,49.26,39.88,50.63,290.2911,16.7,20.2
6848,28/08/2019,33,60.01,41.66,20.2,-237.1913,16.7,20.5
6849,28/08/2019,34,60.01,49.61,20.5,-51.8149,16.7,20.5
6850,28/08/2019,35,61.0,43.84,20.5,-114.8098,16.7,20.5
6851,28/08/2019,36,61.0,39.1,20.5,-63.641,16.7,20.5
6852,28/08/2019,37,58.4,41.13,20.5,-139.7672,16.7,29.0
6853,28/08/2019,38,58.4,48.55,29.0,-57.4082,16.7,62.0
6854,28/08/2019,39,50.4,40.77,62.0,97.8,16.7,77.0
6855,28/08/2019,40,50.4,41.02,77.0,154.1886,16.7,62.0
6856,28/08/2019,41,46.0,50.21,62.0,9.1107,16.7,20.5
6857,28/08/2019,42,46.0,44.77,20.5,-134.7168,16.7,57.15
6858,28/08/2019,43,38.91,45.47,57.15,273.3977,16.7,20.9
6859,28/08/2019,44,38.91,43.83,20.9,-109.5593,16.7,48.0
6860,28/08/2019,45,38.0,37.84,48.0,300.4564,16.7,48.0
6861,28/08/2019,46,38.0,40.42,48.0,318.1449,16.7,20.4
6862,28/08/2019,47,33.27,29.84,20.4,-476.878,16.7,31.97
6863,28/08/2019,48,33.27,26.47,31.97,-107.6084,16.7,15.01
6864,29/08/2019,1,32.01,34.12,15.01,-281.0606,16.7,15.0
6865,29/08/2019,2,32.01,25.41,15.0,-214.4599,16.7,15.0
6866,29/08/2019,3,30.0,31.35,15.0,-39.7702,16.7,11.16
6867,29/08/2019,4,30.0,27.47,11.16,-109.9761,16.7,29.31
6868,29/08/2019,5,28.42,25.59,29.31,87.3867,16.7,15.0
6869,29/08/2019,6,28.42,29.5,15.0,-98.8652,16.7,15.05
6870,29/08/2019,7,29.92,29.05,15.05,-68.0675,16.7,15.05
6871,29/08/2019,8,29.92,25.54,15.05,-19.5285,16.7,27.61
